Date,Price,Open,High,Low,Vol.,Change %,,
8/6/2022,26.9,26.9,27.05,26.65,347.77K,0.00%,,
7/6/2022,26.9,26.9,28.5,26.05,294.45K,0.00%,,
6/6/2022,26.9,26.2,26.9,26.9,1.14M,2.67%,,
3/6/2022,26.2,26.2,27.5,25.5,431.82K,0.00%,,
2/6/2022,26.2,26.25,26.2,26.2,662.07K,-0.19%,,
1/6/2022,26.25,26.25,27.35,25.1,262.36K,0.00%,,
31/05/2022,26.25,26.25,26.5,25,300.70K,0.00%,,
30/05/2022,26.25,26.4,26.4,26,1.85M,-9.17%,,
27/05/2022,28.9,30.5,28.9,27.55,1.12M,-5.25%,,
26/05/2022,30.5,30.5,29.3,27.45,775.27K,0.00%,,
25/05/2022,30.5,30.5,29.5,27.45,399.31K,0.00%,,
24/05/2022,30.5,30.5,30.45,27.8,222.81K,0.00%,,
23/05/2022,30.5,30.5,30.45,29.8,79.01K,0.00%,,
20/05/2022,30.5,30.5,30.5,30,321.91K,0.00%,,
19/05/2022,30.5,30.5,30.5,30,769.75K,0.00%,,
18/05/2022,30.5,30.5,30.5,30.5,949.75K,0.00%,,
17/05/2022,30.5,29.8,30.5,30.3,1.58M,2.35%,,
16/05/2022,29.8,29.8,30.4,29.7,436.61K,0.00%,,
13/05/2022,29.8,29.3,30,29.8,1.51M,1.71%,,
12/5/2022,29.3,29.3,29.5,28.1,248.44K,0.00%,,
11/5/2022,29.3,30,29.3,29.3,1.35M,-2.33%,,
10/5/2022,30,30,29.5,28,614.05K,0.00%,,
9/5/2022,30,30,29.5,27.85,758.46K,0.00%,,
6/5/2022,30,30,29.5,28,551.65K,0.00%,,
5/5/2022,30,30,29.4,27.6,292.58K,0.00%,,
4/5/2022,30,30.4,30,30,705.55K,-1.32%,,
29/04/2022,30.4,27.8,30.4,28,1.88M,9.35%,,
28/04/2022,27.8,27.7,27.8,27.8,357.88K,0.36%,,
27/04/2022,27.7,27.7,28.5,26,345.29K,0.00%,,
26/04/2022,27.7,28.5,28,27.7,1.07M,-2.81%,,
25/04/2022,28.5,27.1,28.5,28.5,519.68K,5.17%,,
22/04/2022,27.1,27,27.1,27.1,429.34K,0.37%,,
21/04/2022,27,27,27.7,26,28.64K,0.00%,,
20/04/2022,27,27.4,27,27,973.68K,-1.46%,,
19/04/2022,27.4,27.4,28,26.45,635.57K,0.00%,,
14/04/2022,27.4,26.7,27.5,27.4,1.06M,2.62%,,
13/04/2022,26.7,26.25,26.7,26.5,1.55M,1.71%,,
12/4/2022,26.25,26.05,26.25,26.25,500.60K,0.77%,,
11/4/2022,26.05,26.05,26.05,26.05,519.01K,0.00%,,
8/4/2022,26.05,26,26.05,26.05,425.71K,0.19%,,
7/4/2022,26,26,26.5,24.5,47.53K,0.00%,,
6/4/2022,26,26,26.5,25.2,553.46K,0.00%,,
5/4/2022,26,26,26.2,25.5,100.61K,0.00%,,
4/4/2022,26,26,26,25.7,232.34K,0.00%,,
1/4/2022,26,25.7,26.3,26,1.42M,1.17%,,
31/03/2022,25.7,26.5,25.7,24,497.12K,-3.02%,,
30/03/2022,26.5,26.5,26.5,24.85,130.25K,0.00%,,
29/03/2022,26.5,26.5,26,25.65,46.44K,0.00%,,
28/03/2022,26.5,26.5,26.3,25.5,106.27K,0.00%,,
25/03/2022,26.5,26.5,26.6,25.05,225.08K,0.00%,,
24/03/2022,26.5,26.5,26.95,25.1,131.12K,0.00%,,
23/03/2022,26.5,26.5,26.95,25.75,47.42K,0.00%,,
22/03/2022,26.5,26.5,26.5,26.5,129.11K,0.00%,,
21/03/2022,26.5,26.5,27,25.85,37.47K,0.00%,,
18/03/2022,26.5,26.5,26.5,25.8,72.42K,0.00%,,
17/03/2022,26.5,26.5,26.5,26,244.14K,0.00%,,
16/03/2022,26.5,26.45,26.5,26.5,348.98K,0.19%,,
15/03/2022,26.45,26.45,26.95,25.3,16.57K,0.00%,,
14/03/2022,26.45,26.45,27,25.35,183.43K,0.00%,,
11/3/2022,26.45,26.45,26.45,26.45,219.56K,0.00%,,
10/3/2022,26.45,26.45,26.5,24.65,77.22K,0.00%,,
9/3/2022,26.45,26.3,26.45,26.45,244.84K,0.57%,,
8/3/2022,26.3,26.3,26.5,25.05,204.90K,0.00%,,
7/3/2022,26.3,26.5,26.3,25.5,582.84K,-0.75%,,
4/3/2022,26.5,26.5,26.7,25,99.50K,0.00%,,
3/3/2022,26.5,26.5,27,25.5,351.45K,0.00%,,
2/3/2022,26.5,26.5,27,26.05,412.29K,0.00%,,
1/3/2022,26.5,26.5,26.5,26.5,774.78K,0.00%,,
28/02/2022,26.5,26.5,27.65,26,206.27K,0.00%,,
25/02/2022,26.5,26.5,26.5,26.5,1.48M,0.00%,,
24/02/2022,26.5,26.5,26,25.3,65.24K,0.00%,,
23/02/2022,26.5,26.5,26.4,25.3,135.55K,0.00%,,
22/02/2022,26.5,26.5,26.45,25.25,455.66K,0.00%,,
21/02/2022,26.5,26.5,26.4,25.25,2.18M,0.00%,,
18/02/2022,26.5,26.5,26.15,25.25,460.39K,0.00%,,
17/02/2022,26.5,26.5,26.5,25,471.98K,0.00%,,
16/02/2022,26.5,26.5,26.9,25.5,693.43K,0.00%,,
15/02/2022,26.5,26.5,28.85,26.5,757.18K,0.00%,,
14/02/2022,26.5,26.5,26.5,26.5,670.45K,0.00%,,
11/2/2022,26.5,26.5,26.5,25.8,62.41K,0.00%,,
10/2/2022,26.5,26.05,26.5,26.5,508.73K,1.73%,,
9/2/2022,26.05,25.95,26.05,26,1.37M,0.39%,,
8/2/2022,25.95,26,26,25.95,1.40M,-0.19%,,
7/2/2022,26,26,26,24.8,285.95K,0.00%,,
4/2/2022,26,26,26,24.5,75.14K,0.00%,,
3/2/2022,26,26,26.35,25.8,102.96K,0.00%,,
2/2/2022,26,26,26.2,25.3,551.14K,0.00%,,
1/2/2022,26,25.8,26,25.8,1.07M,0.78%,,
31/01/2022,25.8,25.2,25.8,25.8,978.01K,2.38%,,
28/01/2022,25.2,24.15,25.2,25.15,844.37K,4.35%,,
27/01/2022,24.15,23.4,24.15,24.15,886.27K,3.21%,,
26/01/2022,23.4,22.8,23.4,23.4,370.81K,2.63%,,
25/01/2022,22.8,22.8,23.45,22.3,212.76K,0.00%,,
24/01/2022,22.8,22.8,22.8,22.8,255.60K,0.00%,,
21/01/2022,22.8,22.8,23.5,22.5,112.89K,0.00%,,
20/01/2022,22.8,22.8,23,22.8,152.59K,0.00%,,
19/01/2022,22.8,22.8,22.95,22.7,64.94K,0.00%,,
18/01/2022,22.8,22.8,23,22.2,24.27K,0.00%,,
17/01/2022,22.8,22.8,23.85,22.1,182.63K,0.00%,,
14/01/2022,22.8,22,22.8,22.8,374.62K,3.64%,,
13/01/2022,22,22,22,22,433.64K,0.00%,,
12/1/2022,22,22,22.7,21.8,397.78K,0.00%,,
11/1/2022,22,22.05,22,22,596.98K,-0.23%,,
10/1/2022,22.05,21.8,22.05,22.05,919.69K,1.15%,,
7/1/2022,21.8,22.35,21.8,21.6,2.29M,-2.46%,,
6/1/2022,22.35,22.35,23.7,22.6,123.60K,0.00%,,
5/1/2022,22.35,22.35,23.9,22.5,198.70K,0.00%,,
4/1/2022,22.35,22.35,24.5,23.05,35.39K,0.00%,,
31/12/2021,22.35,22.35,24.1,23.9,14.85K,0.00%,,
30/12/2021,22.35,22.35,24.3,23,218.94K,0.00%,,
29/12/2021,22.35,22.35,24.45,22.4,12.84K,0.00%,,
24/12/2021,22.35,22.35,24.5,21.5,195.38K,0.00%,,
23/12/2021,22.35,24.8,22.35,22.35,1.11M,-9.88%,,
22/12/2021,24.8,24.8,22.35,22.35,25.62K,0.00%,,
21/12/2021,24.8,24.8,22.35,22.35,67.00K,0.00%,,
20/12/2021,24.8,24.8,23.75,22.35,496.65K,0.00%,,
17/12/2021,24.8,24.8,22.95,22.35,397.53K,0.00%,,
16/12/2021,24.8,24.8,22.95,22.35,43.93K,0.00%,,
15/12/2021,24.8,24.8,22.95,22.35,312.13K,0.00%,,
14/12/2021,24.8,24.8,22.95,22.35,224.22K,0.00%,,
13/12/2021,24.8,24.8,22.95,22.35,96.04K,0.00%,,
10/12/2021,24.8,24.8,22.35,22.35,25.21K,0.00%,,
9/12/2021,24.8,24.8,22.95,22.35,78.28K,0.00%,,
8/12/2021,24.8,24.8,23,22.35,132.07K,0.00%,,
7/12/2021,24.8,24.8,23.7,22.35,283.57K,0.00%,,
6/12/2021,24.8,24.8,23,22.35,35.30K,0.00%,,
3/12/2021,24.8,24.8,23.5,22.35,93.51K,0.00%,,
2/12/2021,24.8,24.8,23.3,22.5,63.08K,0.00%,,
1/12/2021,24.8,24.8,23.8,22.35,474.62K,0.00%,,
30/11/2021,24.8,24.8,23.45,22.35,950.80K,0.00%,,
29/11/2021,24.8,24.8,24.1,22.85,99.60K,0.00%,,
26/11/2021,24.8,24.8,24,23,148.78K,0.00%,,
25/11/2021,24.8,24.8,24,22.9,62.53K,0.00%,,
24/11/2021,24.8,24.8,24,23,39.18K,0.00%,,
23/11/2021,24.8,24.8,24,23,106.91K,0.00%,,
22/11/2021,24.8,24.8,24,23,422.01K,0.00%,,
19/11/2021,24.8,24.8,24,23.2,64.51K,0.00%,,
18/11/2021,24.8,24.8,24.2,23.45,14.08K,0.00%,,
17/11/2021,24.8,24.8,24.7,23.4,46.99K,0.00%,,
16/11/2021,24.8,24.8,24.65,23.45,57.91K,0.00%,,
15/11/2021,24.8,24.8,24.7,23.4,38.83K,0.00%,,
12/11/2021,24.8,24.8,24.8,23.15,18.19K,0.00%,,
11/11/2021,24.8,24.8,24.7,23.35,18.81K,0.00%,,
10/11/2021,24.8,24.8,24.8,23.2,25.61K,0.00%,,
9/11/2021,24.8,25,24.8,24.8,265.79K,-0.80%,,
8/11/2021,25,25,25,22.6,23.63K,0.00%,,
5/11/2021,25,25,25,24,90.24K,0.00%,,
4/11/2021,25,25,25,23.5,70.06K,0.00%,,
3/11/2021,25,25,25,23.9,49.24K,0.00%,,
2/11/2021,25,25,25.6,23.9,162.64K,0.00%,,
1/11/2021,25,25,25,25,1.24M,0.00%,,
29/10/2021,25,25,25.85,25.05,97.02K,0.00%,,
28/10/2021,25,25,25.85,25,207.71K,0.00%,,
27/10/2021,25,25,26,24.9,142.89K,0.00%,,
26/10/2021,25,25,25.9,24.75,254.52K,0.00%,,
25/10/2021,25,25,25.5,24.55,130.11K,0.00%,,
22/10/2021,25,25.5,25.45,25,1.02M,-1.96%,,
21/10/2021,25.5,25.5,24.95,24.05,353.88K,0.00%,,
20/10/2021,25.5,25.5,25,24,805.53K,0.00%,,
18/10/2021,25.5,25.5,25.4,24.2,418.67K,0.00%,,
15/10/2021,25.5,25.5,25,24.1,397.62K,0.00%,,
14/10/2021,25.5,25.5,24.95,24.15,295.98K,0.00%,,
13/10/2021,25.5,25.5,24.95,24.1,349.18K,0.00%,,
12/10/2021,25.5,25.5,24.25,24.15,126.79K,0.00%,,
11/10/2021,25.5,25.5,25.5,24.5,175.21K,0.00%,,
8/10/2021,25.5,25.5,25.8,24.5,153.13K,0.00%,,
7/10/2021,25.5,25.5,25.5,24.8,71.28K,0.00%,,
6/10/2021,25.5,25.5,25.4,24.65,186.17K,0.00%,,
5/10/2021,25.5,24.3,25.5,25.5,195.27K,4.94%,,
4/10/2021,24.3,24.3,25.3,24.3,196.42K,0.00%,,
30/09/2021,24.3,24.3,24.95,23.5,1.04M,0.00%,,
29/09/2021,24.3,27,24.3,24.3,855.29K,-10.00%,,
28/09/2021,27,27,25.55,24.35,41.06K,0.00%,,
27/09/2021,27,27,25.4,24.8,161.60K,0.00%,,
24/09/2021,27,27,25.7,24.6,81.81K,0.00%,,
23/09/2021,27,27,25.75,24.3,262.25K,0.00%,,
22/09/2021,27,27,25,24.3,44.90K,0.00%,,
21/09/2021,27,27,25.4,24.3,299.57K,0.00%,,
20/09/2021,27,27,25.25,24.3,81.71K,0.00%,,
17/09/2021,27,27,25,24.45,106.75K,0.00%,,
16/09/2021,27,27,25.2,24.6,12.25K,0.00%,,
15/09/2021,27,27,25.65,24.5,180.96K,0.00%,,
14/09/2021,27,27,25.8,24.4,125.26K,0.00%,,
13/09/2021,27,27,26,25,94.00K,0.00%,,
10/9/2021,27,27,26.45,25.2,78.37K,0.00%,,
9/9/2021,27,27,26.5,25.3,228.22K,0.00%,,
8/9/2021,27,27,26.9,25,168.17K,0.00%,,
7/9/2021,27,26,27,27,444.33K,3.85%,,
6/9/2021,26,26,26.3,25.25,619.08K,0.00%,,
3/9/2021,26,26,26.5,25,1.03M,0.00%,,
2/9/2021,26,25.25,26,26,1.14M,2.97%,,
1/9/2021,25.25,25.25,26,24.2,168.66K,0.00%,,
31/08/2021,25.25,25.25,25.5,24.25,126.22K,0.00%,,
30/08/2021,25.25,25.1,25.25,25.1,232.88K,1.00%,,
27/08/2021,25,25,25.75,24.35,142.08K,0.00%,,
26/08/2021,25,25,25.5,24.7,104.93K,0.00%,,
25/08/2021,25,25,25.3,24.6,485.77K,0.00%,,
24/08/2021,25,25,25.1,24.35,654.78K,0.00%,,
23/08/2021,25,25,25.4,24.15,14.56K,0.00%,,
20/08/2021,25,25,25.4,24.25,13.31K,0.00%,,
19/08/2021,25,25,25,25,252.61K,0.00%,,
18/08/2021,25,25,24.95,24.15,335.28K,0.00%,,
17/08/2021,25,25,24.75,24.15,18.54K,0.00%,,
16/08/2021,25,25,24.75,24.15,45.49K,0.00%,,
13/08/2021,25,25,25,24.2,283.59K,0.00%,,
12/8/2021,25,25,25,25,1.55M,0.00%,,
11/8/2021,25,25,24.95,24.25,230.57K,0.00%,,
10/8/2021,25,25,24.95,24,121.09K,0.00%,,
9/8/2021,25,24.5,25,25,559.54K,2.04%,,
6/8/2021,24.5,24.5,24.45,23.8,94.25K,0.00%,,
5/8/2021,24.5,24.5,25.75,23.75,135.72K,0.00%,,
4/8/2021,24.5,24.5,25,23.95,411.60K,0.00%,,
3/8/2021,24.5,24.5,24.5,24.5,2.64M,0.00%,,
2/8/2021,24.5,22.5,24.5,24.5,476.53K,8.89%,,
30/07/2021,22.5,22.5,22.5,22.5,427.34K,0.00%,,
29/07/2021,22.5,22.5,22.9,22.2,134.58K,0.00%,,
28/07/2021,22.5,22.5,22.5,22.5,689.08K,0.00%,,
27/07/2021,22.5,21.9,22.5,22.5,446.15K,2.74%,,
26/07/2021,21.9,20.3,21.9,21.9,605.02K,7.88%,,
23/07/2021,20.3,20.3,20.85,20.3,79.54K,0.00%,,
22/07/2021,20.3,20.05,20.3,20.3,662.93K,1.25%,,
19/07/2021,20.05,20.05,20.05,19.85,135.73K,0.00%,,
16/07/2021,20.05,20.05,20.7,20,16.34K,0.00%,,
15/07/2021,20.05,20.05,20.5,19.65,32.74K,0.00%,,
14/07/2021,20.05,20.05,20.5,20,24.26K,0.00%,,
13/07/2021,20.05,20.05,20.5,19.8,14.41K,0.00%,,
12/7/2021,20.05,20,20.05,20.05,263.73K,0.25%,,
9/7/2021,20,20,20.5,20,254.04K,0.00%,,
8/7/2021,20,20,20.5,20,516.06K,0.00%,,
7/7/2021,20,20,20.5,20,233.73K,0.00%,,
6/7/2021,20,20,20.4,19.75,153.98K,0.00%,,
5/7/2021,20,20,20.25,19.6,332.27K,0.00%,,
2/7/2021,20,20,20.25,19.7,202.89K,0.00%,,
1/7/2021,20,20,20.05,19.5,266.71K,0.00%,,
30/06/2021,20,20,20,19.8,56.12K,0.00%,,
29/06/2021,20,20,20.35,19.5,223.48K,0.00%,,
28/06/2021,20,20,20.4,19.6,49.14K,0.00%,,
25/06/2021,20,20,20.4,19.1,301.95K,0.00%,,
24/06/2021,20,20,20,19.15,103.94K,0.00%,,
23/06/2021,20,20,20,19.6,2.42M,0.00%,,
22/06/2021,20,20,20.4,19.6,141.53K,0.00%,,
21/06/2021,20,19.1,20,20,1.80M,4.71%,,
18/06/2021,19.1,19.1,20.75,19.85,97.84K,0.00%,,
17/06/2021,19.1,19.1,20.5,20.05,24.62K,0.00%,,
16/06/2021,19.1,19.1,20.75,20.05,20.92K,0.00%,,
15/06/2021,19.1,19.1,20.8,20.2,347.95K,0.00%,,
11/6/2021,19.1,19.1,20.8,19.85,175.74K,0.00%,,
10/6/2021,19.1,19.1,20.9,19.55,72.52K,0.00%,,
9/6/2021,19.1,19.1,20.9,19.05,40.77K,0.00%,,
8/6/2021,19.1,19.1,20.4,19.1,119.76K,0.00%,,
7/6/2021,19.1,19,19.1,19.1,443.16K,0.53%,,
4/6/2021,19,19,19.9,19,26.99K,0.00%,,
3/6/2021,19,19,20.85,19,113.76K,0.00%,,
2/6/2021,19,19,20.5,19.2,32.07K,0.00%,,
1/6/2021,19,19,20.5,19.1,84.00K,0.00%,,
31/05/2021,19,18.5,19.1,19,594.65K,0.48%,,
28/05/2021,18.91,18.91,20.7,19.85,50.79K,0.00%,,
27/05/2021,18.91,18.91,20.65,19.65,161.49K,0.00%,,
26/05/2021,18.91,18.91,20.7,19.85,67.94K,0.00%,,
25/05/2021,18.91,18.91,20.9,19.85,532.54K,0.00%,,
24/05/2021,18.91,18.91,20.95,19.65,305.58K,0.00%,,
21/05/2021,18.91,20.79,18.91,18.91,752.62K,-9.05%,,
20/05/2021,20.79,20.79,21,20.3,506.97K,0.00%,,
19/05/2021,20.79,20.79,21,20.1,90.63K,0.00%,,
18/05/2021,20.79,20.79,21,20.2,81.96K,0.00%,,
17/05/2021,20.79,20.79,20.79,20.79,1.09M,0.00%,,
14/05/2021,20.79,20.79,21,20.2,826.25K,0.00%,,
11/5/2021,20.79,20.79,21.35,19.9,14.19K,0.00%,,
10/5/2021,20.79,20.79,21.9,20.25,351.72K,0.00%,,
7/5/2021,20.79,20.79,21.95,21,264.24K,0.00%,,
6/5/2021,20.79,20.79,21.95,20.15,326.77K,0.00%,,
5/5/2021,20.79,21.28,21.09,20.79,2.64M,-2.33%,,
4/5/2021,21.28,20.69,21.28,21.28,333.98K,2.87%,,
30/04/2021,20.69,20.69,20.85,20.2,158.39K,0.00%,,
29/04/2021,20.69,18.81,20.69,20.69,1.19M,10.00%,,
28/04/2021,18.81,18.81,19.3,19,164.79K,0.00%,,
27/04/2021,18.81,18.81,19.1,19,160.46K,0.00%,,
26/04/2021,18.81,18.81,19.55,19,85.54K,0.00%,,
23/04/2021,18.81,18.81,18.81,18.81,373.00K,0.00%,,
22/04/2021,18.81,18.81,19.5,18.8,96.34K,0.00%,,
21/04/2021,18.81,18.81,19,18.4,79.64K,0.00%,,
20/04/2021,18.81,18.81,18.95,18.1,24.75K,0.00%,,
19/04/2021,18.81,18.81,19,18.05,42.46K,0.00%,,
16/04/2021,18.81,18.81,19,18.05,103.94K,0.00%,,
15/04/2021,18.81,18.81,19,18.5,56.01K,0.00%,,
14/04/2021,18.81,18.81,19.5,19,142.14K,0.00%,,
13/04/2021,18.81,19.8,18.81,18.81,442.74K,-5.00%,,
12/4/2021,19.8,19.8,20,19,37.43K,0.00%,,
9/4/2021,19.8,19.8,19.8,18.81,2.72M,0.00%,,
8/4/2021,19.8,19.8,19.95,18.6,91.09K,0.00%,,
7/4/2021,19.8,19.8,19.95,18.7,113.11K,0.00%,,
6/4/2021,19.8,19.8,19.8,19.8,1.47M,0.00%,,
1/4/2021,19.8,19.8,19.8,18.81,3.13M,0.00%,,
31/03/2021,19.8,19.8,19.8,19.31,6.09M,0.00%,,
30/03/2021,19.8,20.34,19.8,18.32,3.81M,-2.68%,,
29/03/2021,20.34,20.34,20.95,19.2,71.69K,0.00%,,
26/03/2021,20.34,20.34,20.55,19.1,237.20K,0.00%,,
25/03/2021,20.34,20.34,20.55,19.05,32.73K,0.00%,,
24/03/2021,20.34,20.34,21.7,19,233.98K,0.00%,,
23/03/2021,20.34,18.51,20.34,20.34,1.39M,9.89%,,
22/03/2021,18.51,16.83,18.51,17.82,491.78K,10.00%,,
19/03/2021,16.83,16.83,18.55,17.6,144.49K,0.00%,,
18/03/2021,16.83,16.83,18.5,17.25,452.73K,0.00%,,
17/03/2021,16.83,16.83,18.5,17.05,569.83K,0.00%,,
16/03/2021,16.83,16.83,18.45,17.7,157.26K,0.00%,,
15/03/2021,16.83,16.83,18.7,17.2,44.26K,0.00%,,
12/3/2021,16.83,17.52,17.62,16.83,782.80K,-3.95%,,
11/3/2021,17.52,17.52,18.3,17.7,71.53K,0.00%,,
10/3/2021,17.52,17.52,18.55,17.5,348.84K,0.00%,,
9/3/2021,17.52,18.61,17.52,17.52,535.28K,-5.85%,,
8/3/2021,18.61,18.61,19.25,18.35,279.29K,0.00%,,
5/3/2021,18.61,18.51,18.61,18.61,332.63K,0.53%,,
4/3/2021,18.51,20.1,18.51,18.51,791.87K,-7.88%,,
3/3/2021,20.1,20.1,20.25,18.5,69.32K,0.00%,,
2/3/2021,20.1,20.1,20.1,20.1,2.57M,0.00%,,
1/3/2021,20.1,20.1,19.2,18.5,248.70K,0.00%,,
26/02/2021,20.1,20.1,19.8,18.55,56.60K,0.00%,,
25/02/2021,20.1,20.1,19.7,18.5,235.26K,0.00%,,
24/02/2021,20.1,20.1,19.7,18.5,58.66K,0.00%,,
23/02/2021,20.1,20.1,20.3,18.5,195.91K,0.00%,,
22/02/2021,20.1,20.1,20.3,19,107.78K,0.00%,,
19/02/2021,20.1,20.1,19.65,19,180.57K,0.00%,,
18/02/2021,20.1,20.1,20,19,159.77K,0.00%,,
17/02/2021,20.1,18.32,20.1,20.1,504.63K,9.73%,,
16/02/2021,18.32,18.32,20.2,19,283.24K,0.00%,,
15/02/2021,18.32,17.82,18.32,18.32,1.16M,2.78%,,
12/2/2021,17.82,17.82,19,16.2,350.41K,0.00%,,
11/2/2021,17.82,19.5,17.82,17.82,489.82K,-8.63%,,
10/2/2021,19.5,19.5,19.95,19.4,102.51K,0.00%,,
9/2/2021,19.5,19.5,19.95,19.4,308.28K,0.00%,,
8/2/2021,19.5,19.5,20,19.25,164.58K,0.00%,,
5/2/2021,19.5,19.5,21,19.25,68.63K,0.00%,,
4/2/2021,19.5,20.79,19.5,19.5,541.87K,-6.19%,,
3/2/2021,20.79,20.79,21,19.6,225.93K,0.00%,,
2/2/2021,20.79,20.79,21.4,19.7,282.20K,0.00%,,
1/2/2021,20.79,22.42,20.79,20.79,1.20M,-7.28%,,
29/01/2021,22.42,22.42,24.5,20.65,481.24K,0.00%,,
28/01/2021,22.42,20.39,22.42,20.79,3.40M,9.95%,,
27/01/2021,20.39,19.31,20.39,19.7,1.89M,5.64%,,
26/01/2021,19.31,19.31,20,19.45,261.65K,0.00%,,
25/01/2021,19.31,18.71,19.31,19.21,1.08M,3.17%,,
22/01/2021,18.71,18.71,19.2,18.9,166.01K,0.00%,,
21/01/2021,18.71,18.71,19.5,18.45,477.11K,0.00%,,
20/01/2021,18.71,18.71,19,18.5,135.10K,0.00%,,
19/01/2021,18.71,18.81,18.71,18.71,578.05K,-0.53%,,
18/01/2021,18.81,19.06,18.81,18.81,475.62K,-1.30%,,
15/01/2021,19.06,18.36,19.06,19.06,417.63K,3.77%,,
14/01/2021,18.36,17.52,18.36,18.32,533.93K,4.80%,,
13/01/2021,17.52,17.52,18.6,17.75,150.30K,0.00%,,
12/1/2021,17.52,17.72,17.52,17.52,928.41K,-1.12%,,
11/1/2021,17.72,17.72,18.15,17.65,209.74K,0.00%,,
8/1/2021,17.72,17.37,17.72,17.72,846.16K,1.99%,,
7/1/2021,17.37,17.37,18.5,17.65,482.60K,0.00%,,
6/1/2021,17.37,17.37,18.15,17.55,484.39K,0.00%,,
5/1/2021,17.37,17.62,17.62,17.37,1.14M,-1.40%,,
4/1/2021,17.62,17.62,19.5,18.6,99.21K,0.00%,,
31/12/2020,17.62,17.62,18.65,17.8,174.14K,0.00%,,
30/12/2020,17.62,17.82,17.62,17.62,285.33K,-1.11%,,
29/12/2020,17.82,17.82,18.65,17.65,235.08K,0.00%,,
24/12/2020,17.82,17.82,19.3,18,126.48K,0.00%,,
23/12/2020,17.82,17.82,19,17.5,135.57K,0.00%,,
22/12/2020,17.82,17.82,17.82,17.82,159.70K,0.00%,,
21/12/2020,17.82,17.82,17.82,17.82,537.17K,0.00%,,
18/12/2020,17.82,17.82,18.45,18,558.70K,0.00%,,
17/12/2020,17.82,17.62,17.82,17.82,327.85K,1.12%,,
16/12/2020,17.62,17.42,17.62,17.62,358.34K,1.14%,,
15/12/2020,17.42,17.37,17.42,17.42,193.41K,0.28%,,
14/12/2020,17.37,17.37,18.4,17.55,460.54K,0.00%,,
11/12/2020,17.37,18.22,17.37,17.37,539.84K,-4.62%,,
10/12/2020,18.22,18.22,18.5,17.55,278.26K,0.00%,,
9/12/2020,18.22,18.32,18.22,18.22,614.07K,-0.54%,,
8/12/2020,18.32,18.32,18.5,17.55,137.45K,0.00%,,
7/12/2020,18.32,18.32,18.5,17.55,438.86K,0.00%,,
4/12/2020,18.32,18.32,18.15,17.7,118.23K,0.00%,,
3/12/2020,18.32,18.32,18.2,17.7,72.89K,0.00%,,
2/12/2020,18.32,18.32,18.8,17.4,47.68K,0.00%,,
1/12/2020,18.32,18.32,18.5,17.25,309.42K,0.00%,,
30/11/2020,18.32,18.32,18.5,17.2,174.71K,0.00%,,
27/11/2020,18.32,18.32,18.45,17.65,284.89K,0.00%,,
26/11/2020,18.32,18.32,19,17.5,90.64K,0.00%,,
25/11/2020,18.32,17.13,18.32,18.32,803.75K,6.94%,,
24/11/2020,17.13,18.81,17.13,17.13,297.93K,-8.95%,,
23/11/2020,18.81,18.81,18,17.1,516.17K,0.00%,,
20/11/2020,18.81,18.81,18.55,17.55,625.47K,0.00%,,
19/11/2020,18.81,18.81,18.8,18.2,186.52K,0.00%,,
18/11/2020,18.81,18.81,18.85,18.05,244.13K,0.00%,,
17/11/2020,18.81,18.81,19.9,17.6,994.28K,0.00%,,
16/11/2020,18.81,18.81,20.5,18.15,2.63M,0.00%,,
13/11/2020,18.81,19.06,19.11,17.42,3.00M,-1.30%,,
12/11/2020,19.06,17.33,19.06,18.81,847.00K,10.00%,,
11/11/2020,17.33,17.33,19.25,18,619.99K,0.00%,,
10/11/2020,17.33,17.33,17.52,17.33,2.37M,0.00%,,
9/11/2020,17.33,16.88,17.33,17.13,1.55M,2.64%,,
6/11/2020,16.88,16.88,18.2,17.2,143.56K,0.00%,,
5/11/2020,16.88,16.88,17.95,17.1,102.50K,0.00%,,
4/11/2020,16.88,17.33,16.88,16.88,334.28K,-2.57%,,
3/11/2020,17.33,17.23,17.33,17.33,616.07K,0.57%,,
2/11/2020,17.23,17.67,17.67,17.23,726.07K,-2.52%,,
30/10/2020,17.67,17.33,17.67,17.67,759.23K,2.00%,,
28/10/2020,17.33,16.73,17.33,17.33,480.39K,3.55%,,
27/10/2020,16.73,16.73,16.73,16.73,292.76K,0.00%,,
26/10/2020,16.73,16.63,16.73,16.73,249.42K,0.60%,,
23/10/2020,16.63,16.63,17.45,16.8,107.90K,0.00%,,
22/10/2020,16.63,16.63,17.45,16.7,71.34K,0.00%,,
21/10/2020,16.63,17.18,16.63,16.63,757.45K,-3.17%,,
20/10/2020,17.18,16.73,17.18,17.18,544.61K,2.66%,,
19/10/2020,16.73,16.83,16.73,16.73,698.61K,-0.59%,,
16/10/2020,16.83,16.63,16.83,16.83,659.31K,1.19%,,
15/10/2020,16.63,16.63,17,16.8,248.60K,0.00%,,
14/10/2020,16.63,16.63,16.9,16.55,339.41K,0.00%,,
13/10/2020,16.63,16.63,17,16.65,468.63K,0.00%,,
12/10/2020,16.63,16.63,17.3,16.45,346.27K,0.00%,,
9/10/2020,16.63,16.73,16.63,16.63,854.76K,-0.59%,,
8/10/2020,16.73,16.48,16.73,16.73,708.50K,1.50%,,
7/10/2020,16.48,16.63,17.08,16.48,1.89M,-0.89%,,
