Date,Price,Open,High,Low,Vol.,Change %,,
15/02/2024,50.6,56,50.6,50.6,273.65K,-9.64%,,
14/02/2024,56,56,56,53.3,241.36K,0.00%,,
13/02/2024,56,56,57.9,53.4,528.65K,0.00%,,
12/2/2024,56,56,57.75,51.05,104.05K,0.00%,,
9/2/2024,56,56,56,50.45,136.84K,0.00%,,
8/2/2024,56,56,56,52.3,300.28K,0.00%,,
7/2/2024,56,57.95,56,56,6.62M,-3.36%,,
6/2/2024,57.95,57.95,56.95,52.8,764.03K,0.00%,,
5/2/2024,57.95,57.95,56.95,52.3,135.08K,0.00%,,
2/2/2024,57.95,57.95,57.9,52.2,343.95K,0.00%,,
1/2/2024,57.95,57.95,56.95,52.2,823.94K,0.00%,,
31/01/2024,57.95,57.95,52.2,52.2,18.58K,0.00%,,
30/01/2024,57.95,57.95,53,52.2,170.54K,0.00%,,
29/01/2024,57.95,57.95,57.5,52.2,91.38K,0.00%,,
26/01/2024,57.95,57.95,54.9,52.2,343.77K,0.00%,,
25/01/2024,57.95,57.95,57.95,52.6,102.34K,0.00%,,
24/01/2024,57.95,57.95,57.95,52.2,407.41K,0.00%,,
23/01/2024,57.95,57.95,57.95,52.2,391.09K,0.00%,,
22/01/2024,57.95,57.95,60,53,126.37K,0.00%,,
19/01/2024,57.95,57.25,57.95,57.95,333.02K,1.22%,,
18/01/2024,57.25,57.25,60.05,53.1,101.14K,0.00%,,
17/01/2024,57.25,59.85,58,57.25,8.64M,-4.34%,,
16/01/2024,59.85,54.5,59.85,58,1.14M,9.82%,,
15/01/2024,54.5,56.5,56.5,54.5,1.25M,-3.54%,,
12/1/2024,56.5,56.5,61,53.1,452.42K,0.00%,,
11/1/2024,56.5,51.4,56.5,51.4,1.25M,9.92%,,
10/1/2024,51.4,51.4,52,46.3,778.76K,0.00%,,
9/1/2024,51.4,46.75,51.4,46.75,11.23M,9.95%,,
8/1/2024,46.75,42.5,46.75,43,652.11K,10.00%,,
5/1/2024,42.5,40,42.5,39.5,10.65M,6.25%,,
4/1/2024,40,43,40,40,1.56M,-6.98%,,
3/1/2024,43,43,42.5,39,734.07K,0.00%,,
2/1/2024,43,43,43.7,39,56.14K,0.00%,,
29/12/2023,43,39.8,43,39.3,10.54M,8.04%,,
28/12/2023,39.8,36.2,39.8,36.2,946.39K,9.94%,,
27/12/2023,36.2,36.2,39.8,35.15,275.43K,0.00%,,
22/12/2023,36.2,34.4,36.2,36.2,705.03K,5.23%,,
21/12/2023,34.4,34.4,37.5,34.55,448.05K,0.00%,,
20/12/2023,34.4,34.4,35.9,34.5,208.98K,0.00%,,
19/12/2023,34.4,34.4,34.9,33.5,227.02K,0.00%,,
18/12/2023,34.4,34.4,34.6,34,190.16K,0.00%,,
15/12/2023,34.4,34.4,34.75,33.5,469.11K,0.00%,,
14/12/2023,34.4,34.4,34.75,33.25,387.70K,0.00%,,
13/12/2023,34.4,34.4,34.4,33,268.37K,0.00%,,
12/12/2023,34.4,34.8,34.4,34.4,42.54M,-1.15%,,
11/12/2023,34.8,34.8,33.95,32,235.18K,0.00%,,
8/12/2023,34.8,34.8,33.95,31.8,65.58K,0.00%,,
7/12/2023,34.8,34.8,33.95,32.15,25.32K,0.00%,,
6/12/2023,34.8,34.8,33.95,31.85,65.16K,0.00%,,
5/12/2023,34.8,34.8,33.8,31.9,50.70K,0.00%,,
4/12/2023,34.8,34.8,33.45,31.5,43.39K,0.00%,,
1/12/2023,34.8,34.8,33.45,31.55,390.31K,0.00%,,
30/11/2023,34.8,34.8,33,31.45,130.71K,0.00%,,
29/11/2023,34.8,34.8,33.45,31.5,370.39K,0.00%,,
28/11/2023,34.8,34.8,33.45,31.45,120.51K,0.00%,,
27/11/2023,34.8,34.8,33.45,31.4,418.31K,0.00%,,
24/11/2023,34.8,34.8,33.45,32.75,44.37K,0.00%,,
23/11/2023,34.8,34.8,33.5,32.75,10.74K,0.00%,,
22/11/2023,34.8,34.8,33.5,32.75,95.27K,0.00%,,
21/11/2023,34.8,34.8,33.6,32.7,4.90K,0.00%,,
20/11/2023,34.8,34.8,34,32.5,27.61K,0.00%,,
17/11/2023,34.8,34.8,33.8,32.35,66.58K,0.00%,,
16/11/2023,34.8,34.8,33.9,32.4,102.18K,0.00%,,
15/11/2023,34.8,34.8,33.7,32.35,71.41K,0.00%,,
14/11/2023,34.8,34.8,34,32.6,41.15K,0.00%,,
13/11/2023,34.8,34.8,34.95,32.25,21.34K,0.00%,,
10/11/2023,34.8,34.8,34.8,32.25,135.55K,0.00%,,
9/11/2023,34.8,34.8,34.8,34.8,465.41K,0.00%,,
8/11/2023,34.8,34.8,34.5,32.15,96.03K,0.00%,,
7/11/2023,34.8,34.8,34.45,32,163.84K,0.00%,,
6/11/2023,34.8,36.25,34.8,34.8,298.13K,-4.00%,,
3/11/2023,36.25,36.25,34.5,33,93.19K,0.00%,,
2/11/2023,36.25,36.25,35,33.15,101.16K,0.00%,,
1/11/2023,36.25,36.25,34.6,33.15,72.82K,0.00%,,
31/10/2023,36.25,36.25,35.4,33.15,139.20K,0.00%,,
30/10/2023,36.25,36,36.25,36.25,276.51K,0.69%,,
27/10/2023,36,36,35,33.05,192.35K,0.00%,,
26/10/2023,36,36,35.95,33.8,2.98K,0.00%,,
25/10/2023,36,36,36.25,33.7,75.55K,0.00%,,
24/10/2023,36,36,35.6,33.8,128.07K,0.00%,,
23/10/2023,36,36,39,33.85,339.76K,0.00%,,
20/10/2023,36,36.3,36,33.85,348.24K,-0.83%,,
19/10/2023,36.3,36.3,34.9,33.2,80.93K,0.00%,,
18/10/2023,36.3,36.3,36.25,33,120.83K,0.00%,,
17/10/2023,36.3,33,36.3,36.3,751.09K,10.00%,,
16/10/2023,33,33,32.95,31.35,97.86K,0.00%,,
13/10/2023,33,33,32.95,31.55,80.94K,0.00%,,
12/10/2023,33,33,33,31.25,133.91K,0.00%,,
11/10/2023,33,33,33,31.5,26.01K,0.00%,,
10/10/2023,33,33,32.8,31.2,24.49K,0.00%,,
9/10/2023,33,33,33,30.6,23.24K,0.00%,,
6/10/2023,33,32.5,33,33,235.67K,1.54%,,
5/10/2023,32.5,30.85,32.5,32.5,350.72K,5.35%,,
4/10/2023,30.85,30.85,32.8,30.85,92.90K,0.00%,,
3/10/2023,30.85,30.85,33.85,31,55.30K,0.00%,,
29/09/2023,30.85,30.85,30.85,30,17.55K,0.00%,,
28/09/2023,30.85,30.85,30.85,29.15,52.43K,0.00%,,
26/09/2023,30.85,30.85,32.5,29.3,12.12K,0.00%,,
25/09/2023,30.85,31,30.85,30.85,384.49K,-0.48%,,
22/09/2023,31,31,30.8,29.65,72.05K,0.00%,,
21/09/2023,31,31,30.9,29.35,305.77K,0.00%,,
20/09/2023,31,31,31,29.3,165.67K,0.00%,,
19/09/2023,31,31,31.1,30.05,123.24K,0.00%,,
18/09/2023,31,31,31.4,30.5,125.34K,0.00%,,
15/09/2023,31,31,31,31,230.58K,0.00%,,
14/09/2023,31,30,31,31,468.77K,3.33%,,
13/09/2023,30,30,31.7,30,51.90K,0.00%,,
12/9/2023,30,30,30,30,590.18K,0.00%,,
11/9/2023,30,30,33,30,310.82K,0.00%,,
8/9/2023,30,29.1,30,30,401.46K,3.09%,,
7/9/2023,29.1,29.1,30.6,29.4,35.08K,0.00%,,
6/9/2023,29.1,29.1,30.85,29.25,89.24K,0.00%,,
5/9/2023,29.1,29.1,30.9,29.1,203.07K,0.00%,,
4/9/2023,29.1,29,29.5,29.1,919.44K,0.34%,,
1/9/2023,29,29,30.95,29,76.99K,0.00%,,
31/08/2023,29,29,30,28.5,134.42K,0.00%,,
30/08/2023,29,29,30.2,29,57.78K,0.00%,,
29/08/2023,29,29,30.4,29.1,63.37K,0.00%,,
28/08/2023,29,29,30.4,26.3,67.07K,0.00%,,
25/08/2023,29,29,30.4,29,24.08K,0.00%,,
24/08/2023,29,29,30.4,29,132.73K,0.00%,,
23/08/2023,29,29,30.4,29.5,43.30K,0.00%,,
22/08/2023,29,29,30,29,7.07K,0.00%,,
21/08/2023,29,29,30.4,29,47.01K,0.00%,,
18/08/2023,29,29,30,29.05,53.80K,0.00%,,
17/08/2023,29,29,30,29,48.44K,0.00%,,
16/08/2023,29,29,30,29,11.43K,0.00%,,
15/08/2023,29,29,30,29,32.02K,0.00%,,
14/08/2023,29,29,29,29,361.52K,0.00%,,
11/8/2023,29,29,29,29,619.57K,0.00%,,
10/8/2023,29,29,30,28.75,103.22K,0.00%,,
9/8/2023,29,29,29.95,29.05,29.24K,0.00%,,
8/8/2023,29,29,30.4,29,20.21K,0.00%,,
7/8/2023,29,29,30.95,29.05,82.85K,0.00%,,
4/8/2023,29,29,30,29.05,257.50K,0.00%,,
3/8/2023,29,29,29,29,760.95K,0.00%,,
2/8/2023,29,29,29,29,337.97K,0.00%,,
1/8/2023,29,28,29,29,1.36M,3.57%,,
31/07/2023,28,28,29,26.1,39.83K,0.00%,,
28/07/2023,28,28,28.65,26.6,74.38K,0.00%,,
27/07/2023,28,28.65,28,28,538.34K,-2.27%,,
26/07/2023,28.65,28.65,29.9,28.5,135.75K,0.00%,,
25/07/2023,28.65,28.65,29.5,28.5,312.88K,0.00%,,
24/07/2023,28.65,28.65,29.4,28.65,73.87K,0.00%,,
21/07/2023,28.65,29.5,28.65,28.65,424.10K,-2.88%,,
20/07/2023,29.5,29.5,28.9,27.6,118.19K,0.00%,,
19/07/2023,29.5,29.5,28.9,27.5,54.81K,0.00%,,
18/07/2023,29.5,29.5,28.85,26.8,616.47K,0.00%,,
17/07/2023,29.5,29.5,29.4,26.6,283.88K,0.00%,,
14/07/2023,29.5,29.7,29.5,29.5,169.81K,-0.67%,,
13/07/2023,29.7,30,29.7,29.7,265.01K,-1.00%,,
12/7/2023,30,30,31,29.7,179.13K,0.00%,,
11/7/2023,30,30,30,30,2.22M,0.00%,,
10/7/2023,30,30,31.5,30,3.35M,0.00%,,
7/7/2023,30,30,30.75,29.5,299.01K,0.00%,,
6/7/2023,30,30,30,30,1.80M,0.00%,,
5/7/2023,30,30,30.85,30,158.43K,0.00%,,
4/7/2023,30,30,31,29.55,186.72K,0.00%,,
3/7/2023,30,31,30,30,419.06K,-3.23%,,
30/06/2023,31,31,31,30.1,321.68K,0.00%,,
27/06/2023,31,31,31,30,399.59K,0.00%,,
26/06/2023,31,31,31,29.5,545.00K,0.00%,,
23/06/2023,31,31,30.15,29.2,147.81K,0.00%,,
22/06/2023,31,31,30.35,29,182.29K,0.00%,,
21/06/2023,31,31,30.2,29.3,163.09K,0.00%,,
20/06/2023,31,31,30.7,29.05,41.09K,0.00%,,
19/06/2023,31,31,30.7,28.9,234.28K,0.00%,,
16/06/2023,31,31,31,30,208.94K,0.00%,,
15/06/2023,31,30,31,31,1.14M,3.33%,,
14/06/2023,30,31.4,30,29.5,1.98M,-4.46%,,
13/06/2023,31.4,31.4,30,28.65,365.02K,0.00%,,
9/6/2023,31.4,31.4,29.8,28.7,42.79K,0.00%,,
8/6/2023,31.4,31.4,29.7,28.7,50.97K,0.00%,,
7/6/2023,31.4,31.4,29.8,28.85,590.64K,0.00%,,
6/6/2023,31.4,31.4,30.9,28.85,315.52K,0.00%,,
5/6/2023,31.4,31.4,30.95,29.7,42.98K,0.00%,,
2/6/2023,31.4,31.4,31,29.3,80.36K,0.00%,,
1/6/2023,31.4,31.4,30.95,29.2,108.58K,0.00%,,
31/05/2023,31.4,29,31.4,31.4,309.98K,8.28%,,
30/05/2023,29,29,31.5,27.3,155.61K,-7.94%,,
26/05/2023,31.5,31.5,33,30,499.17K,0.00%,,
25/05/2023,31.5,31.5,32,29.6,204.78K,0.00%,,
24/05/2023,31.5,31.75,31.5,31.5,645.26K,-0.79%,,
23/05/2023,31.75,31.75,33,31.75,204.84K,0.00%,,
22/05/2023,31.75,31,31.75,31.75,336.47K,2.42%,,
19/05/2023,31,31,33.9,31.2,409.21K,0.00%,,
18/05/2023,31,31,33,31,225.04K,0.00%,,
17/05/2023,31,31,32.1,31,309.70K,0.00%,,
16/05/2023,31,31,32,29.85,169.25K,0.00%,,
15/05/2023,31,28.5,31,29,1.44M,8.77%,,
12/5/2023,28.5,28.5,29,28.5,1.49M,0.00%,,
11/5/2023,28.5,28.5,29.5,28,219.88K,0.00%,,
10/5/2023,28.5,26.9,28.5,28.5,794.21K,5.95%,,
9/5/2023,26.9,26.9,29.5,27.65,32.74K,0.00%,,
8/5/2023,26.9,26.9,29.5,27.3,66.12K,0.00%,,
5/5/2023,26.9,26.9,29.5,29.35,23.13K,0.00%,,
4/5/2023,26.9,26.9,29.55,26.85,26.63K,0.00%,,
3/5/2023,26.9,26.7,26.9,26.9,274.10K,0.75%,,
2/5/2023,26.7,26.7,29.35,27,138.28K,0.00%,,
28/04/2023,26.7,26.7,29.35,27.1,36.44K,0.00%,,
27/04/2023,26.7,26.7,29.35,27.05,60.85K,0.00%,,
26/04/2023,26.7,26.7,29.35,26.85,34.63K,0.00%,,
25/04/2023,26.7,26.7,28,26.8,200.48K,0.00%,,
20/04/2023,26.7,26.7,27.5,26.7,193.00K,0.00%,,
19/04/2023,26.7,26.7,27.15,25.1,131.75K,0.00%,,
18/04/2023,26.7,26.7,26.8,26.3,221.20K,0.00%,,
17/04/2023,26.7,26.7,26.85,26.4,135.25K,0.00%,,
14/04/2023,26.7,26.7,26.85,26.4,19.78K,0.00%,,
13/04/2023,26.7,26.7,27.2,26.4,363.86K,0.00%,,
12/4/2023,26.7,26.7,27.25,26.6,12.29K,0.00%,,
11/4/2023,26.7,26.95,26.7,26.7,3.85M,-0.93%,,
6/4/2023,26.95,26.95,26.9,26.35,17.64K,0.00%,,
5/4/2023,26.95,26.95,27,26.95,16.58K,0.00%,,
4/4/2023,26.95,26.95,27.3,26.3,232.36K,0.00%,,
3/4/2023,26.95,26.95,28,26.3,171.12K,0.00%,,
31/03/2023,26.95,26.95,27.2,26.3,37.06K,0.00%,,
30/03/2023,26.95,26.95,27.2,26.5,43.08K,0.00%,,
29/03/2023,26.95,26.95,27.2,26.5,178.05K,0.00%,,
28/03/2023,26.95,26.95,27.2,26.3,11.18K,0.00%,,
27/03/2023,26.95,26.95,27.5,26.3,163.41K,0.00%,,
24/03/2023,26.95,26.95,27.3,26.5,136.00K,0.00%,,
23/03/2023,26.95,26.95,27.35,26.15,55.67K,0.00%,,
22/03/2023,26.95,26.95,27.5,26.15,67.83K,0.00%,,
21/03/2023,26.95,26.95,27.4,26.15,20.76K,0.00%,,
20/03/2023,26.95,26.95,27.5,26.1,11.94K,0.00%,,
17/03/2023,26.95,26.95,27.3,26.1,26.32K,0.00%,,
16/03/2023,26.95,26.95,27,26.2,439.65K,0.00%,,
15/03/2023,26.95,26.95,27.3,26.95,258.67K,0.00%,,
14/03/2023,26.95,26.95,27.5,26.1,256.26K,0.00%,,
13/03/2023,26.95,26.95,27.7,26.45,113.18K,0.00%,,
10/3/2023,26.95,26.95,27.95,26.3,0.64K,0.00%,,
9/3/2023,26.95,26.95,27.75,26.25,92.70K,0.00%,,
8/3/2023,26.95,26.95,27.5,26.1,63.08K,0.00%,,
7/3/2023,26.95,26.95,27,26.95,5.88M,0.00%,,
6/3/2023,26.95,24.5,26.95,26.95,964.50K,10.00%,,
3/3/2023,24.5,24.5,26.9,25.5,42.13K,0.00%,,
2/3/2023,24.5,24.5,26.65,25.05,138.41K,0.00%,,
1/3/2023,24.5,24.5,26.3,25.1,8.85K,0.00%,,
28/02/2023,24.5,24.5,26.35,25.1,166.25K,0.00%,,
27/02/2023,24.5,24.5,26.3,25,29.69K,0.00%,,
24/02/2023,24.5,24.5,26.35,25.05,21.58K,0.00%,,
23/02/2023,24.5,24.5,26,25,135.68K,0.00%,,
22/02/2023,24.5,24.5,26.1,25.1,1.12K,0.00%,,
21/02/2023,24.5,24.5,26,25,45.71K,0.00%,,
20/02/2023,24.5,24.5,26,25,3.72K,0.00%,,
17/02/2023,24.5,24.5,26,25,7.55K,0.00%,,
16/02/2023,24.5,24.5,26.15,24.65,28.81K,0.00%,,
15/02/2023,24.5,24.5,26.25,25,21.97K,0.00%,,
14/02/2023,24.5,24.5,26.35,25,70.78K,0.00%,,
13/02/2023,24.5,24.5,26.5,25,49.35K,0.00%,,
10/2/2023,24.5,24.5,26.45,24.7,2.80K,0.00%,,
9/2/2023,24.5,24.5,25.8,25,3.24K,0.00%,,
8/2/2023,24.5,24.5,25.85,25,11.69K,0.00%,,
7/2/2023,24.5,24.5,25.75,24.95,10.00K,0.00%,,
6/2/2023,24.5,24.5,25.8,24.85,102.83K,0.00%,,
3/2/2023,24.5,24.5,26.8,25,181.90K,0.00%,,
2/2/2023,24.5,24.5,26.8,24.85,80.74K,0.00%,,
1/2/2023,24.5,24.5,25.5,24.7,85.60K,0.00%,,
31/01/2023,24.5,24.5,25.5,24.55,92.35K,0.00%,,
30/01/2023,24.5,24.5,26.5,24.55,272.34K,0.00%,,
27/01/2023,24.5,24.5,24.5,24.5,429.53K,0.00%,,
26/01/2023,24.5,24.5,26.25,24.9,1.72K,0.00%,,
25/01/2023,24.5,24.5,26.5,24.65,87.48K,0.00%,,
24/01/2023,24.5,24.5,26.5,24.8,4.66K,0.00%,,
23/01/2023,24.5,24.5,26.45,24.9,53.91K,0.00%,,
20/01/2023,24.5,24.5,25.9,24.8,50.47K,0.00%,,
19/01/2023,24.5,24.5,26.45,24.8,14.12K,0.00%,,
18/01/2023,24.5,24.5,26.45,24.7,12.77K,0.00%,,
17/01/2023,24.5,24.5,26.45,24.65,29.81K,0.00%,,
16/01/2023,24.5,24.5,26.25,24.65,30.46K,0.00%,,
13/01/2023,24.5,24.5,25.5,24.5,24.67K,0.00%,,
12/1/2023,24.5,24.5,25.5,23.7,33.64K,0.00%,,
11/1/2023,24.5,24.5,24.5,23.4,832.95K,0.00%,,
10/1/2023,24.5,24.5,25.4,24.1,167.95K,0.00%,,
9/1/2023,24.5,24.5,24.5,24.5,430.58K,0.00%,,
6/1/2023,24.5,24.5,25.4,24.1,15.81K,0.00%,,
5/1/2023,24.5,24.5,25.5,24.05,80.71K,0.00%,,
4/1/2023,24.5,24.5,25.5,24.75,119.19K,0.00%,,
3/1/2023,24.5,24.5,25,23.35,63.28K,0.00%,,
30/12/2022,24.5,24.5,25,24.55,8.88K,0.00%,,
29/12/2022,24.5,23.3,24.5,24.5,509.73K,5.15%,,
28/12/2022,23.3,23.3,25.55,23.3,167.57K,0.00%,,
23/12/2022,23.3,23.3,25.4,23.3,35.48K,0.00%,,
22/12/2022,23.3,21.2,23.3,23.3,152.05K,9.91%,,
21/12/2022,21.2,21.2,23.25,22,7.88K,0.00%,,
20/12/2022,21.2,21.2,23.25,22,7.63K,0.00%,,
19/12/2022,21.2,21.2,23.25,22.15,10.47K,0.00%,,
16/12/2022,21.2,21.2,23.25,21.85,57.00K,0.00%,,
15/12/2022,21.2,21.2,23.2,21.85,9.42K,0.00%,,
14/12/2022,21.2,21.2,23.2,22.1,4.19K,0.00%,,
13/12/2022,21.2,21.2,23.2,22.5,7.56K,0.00%,,
12/12/2022,21.2,21.2,23.2,22.1,41.10K,0.00%,,
9/12/2022,21.2,21.2,23.2,23.15,31.25K,0.00%,,
8/12/2022,21.2,21.2,23.2,22.5,18.61K,0.00%,,
7/12/2022,21.2,21.2,23.2,21.75,14.87K,0.00%,,
6/12/2022,21.2,21.2,22.95,21.6,97.97K,0.00%,,
5/12/2022,21.2,21.2,22.95,21.35,38.62K,0.00%,,
2/12/2022,21.2,21.2,23.15,23,9.42K,0.00%,,
1/12/2022,21.2,21.2,23.15,21.5,35.06K,0.00%,,
30/11/2022,21.2,21.2,22.75,21.2,50.97K,0.00%,,
29/11/2022,21.2,21.2,22.85,21.35,103.87K,0.00%,,
28/11/2022,21.2,21.2,22.8,22,23.48K,0.00%,,
25/11/2022,21.2,21.2,22.8,22,119.85K,0.00%,,
24/11/2022,21.2,21.2,22.9,22,12.99K,0.00%,,
23/11/2022,21.2,21.2,22.75,21.65,99.70K,0.00%,,
22/11/2022,21.2,21.2,22.75,21.55,122.94K,0.00%,,
21/11/2022,21.2,21.2,22.75,21.4,41.70K,0.00%,,
18/11/2022,21.2,21.2,22.8,21.4,16.01K,0.00%,,
17/11/2022,21.2,21.2,22.8,21.3,14.04K,0.00%,,
16/11/2022,21.2,21.2,23,21.2,30.13K,0.00%,,
15/11/2022,21.2,21.15,21.2,21.2,211.10K,0.24%,,
14/11/2022,21.15,21.15,22.8,20.8,20.37K,0.00%,,
11/11/2022,21.15,21.15,22.8,20.8,28.92K,0.00%,,
10/11/2022,21.15,23.45,21.15,21.15,223.66K,-9.81%,,
9/11/2022,23.45,23.45,22.6,21.15,14.92K,0.00%,,
8/11/2022,23.45,23.45,22.6,21.5,12.71K,0.00%,,
7/11/2022,23.45,23.45,22.7,21.15,18.57K,0.00%,,
4/11/2022,23.45,23.45,22.9,21.2,17.01K,0.00%,,
3/11/2022,23.45,23.45,23.45,21.2,70.04K,0.00%,,
2/11/2022,23.45,23.45,24.65,23,38.64K,0.00%,,
1/11/2022,23.45,25.9,23.45,23.45,209.36K,-9.46%,,
31/10/2022,25.9,25.9,24.9,23.4,193.53K,0.00%,,
28/10/2022,25.9,25.9,25.9,23.4,439.18K,0.00%,,
27/10/2022,25.9,25.9,25.9,24.7,97.13K,0.00%,,
26/10/2022,25.9,25.9,25.8,24,18.43K,0.00%,,
25/10/2022,25.9,25.9,25.85,23.7,89.91K,0.00%,,
24/10/2022,25.9,25.9,25.9,23.65,45.37K,0.00%,,
21/10/2022,25.9,25.9,24.85,23.85,93.25K,0.00%,,
20/10/2022,25.9,25.9,25.9,23.75,71.95K,0.00%,,
19/10/2022,25.9,25.9,25.9,23.75,27.98K,0.00%,,
18/10/2022,25.9,25.9,25.85,23.75,2.79K,0.00%,,
17/10/2022,25.9,25.9,25.5,25.35,32.06K,0.00%,,
14/10/2022,25.9,25.9,25.45,23.7,30.14K,0.00%,,
13/10/2022,25.9,25.9,24.5,23.6,3.59K,0.00%,,
12/10/2022,25.9,25.9,24.8,23.55,55.67K,0.00%,,
11/10/2022,25.9,25.9,24.95,23.5,116.25K,0.00%,,
7/10/2022,25.9,25.9,25,23.6,181.97K,0.00%,,
6/10/2022,25.9,25.9,25,23.65,46.72K,0.00%,,
5/10/2022,25.9,25.9,25.8,23.6,65.01K,0.00%,,
4/10/2022,25.9,25.9,25,23.6,465.37K,0.00%,,
30/09/2022,25.9,25.9,25.9,23.6,56.24K,0.00%,,
29/09/2022,25.9,25.9,25.9,23.9,156.09K,0.00%,,
28/09/2022,25.9,25.9,26.8,23.35,207.80K,0.00%,,
27/09/2022,25.9,25.9,26.2,25.05,105.48K,0.00%,,
26/09/2022,25.9,25.9,26.8,25.25,6.24K,0.00%,,
23/09/2022,25.9,25.9,26.9,25.25,86.23K,0.00%,,
22/09/2022,25.9,25.9,27.6,25.25,18.64K,0.00%,,
21/09/2022,25.9,25.9,26,25.25,46.56K,0.00%,,
20/09/2022,25.9,25.9,26.5,25.5,3.45K,0.00%,,
19/09/2022,25.9,25.9,28,25.25,258.00K,0.00%,,
16/09/2022,25.9,25.9,28,26.3,115.82K,0.00%,,
15/09/2022,25.9,25.9,28,26.35,154.69K,0.00%,,
14/09/2022,25.9,25.9,28.25,27,12.15K,0.00%,,
13/09/2022,25.9,25.9,28,26.05,62.18K,0.00%,,
12/9/2022,25.9,25.9,27.8,25.95,11.79K,0.00%,,
9/9/2022,25.9,25.9,27.9,26,3.23K,0.00%,,
8/9/2022,25.9,25.9,28.25,26,114.28K,0.00%,,
7/9/2022,25.9,25.9,27.9,26,13.91K,0.00%,,
6/9/2022,25.9,25.9,27.95,25.95,74.28K,0.00%,,
5/9/2022,25.9,25.9,28,25,43.65K,0.00%,,
2/9/2022,25.9,25.9,28.2,25.9,81.32K,0.00%,,
1/9/2022,25.9,25.9,27,25.95,156.43K,0.00%,,
31/08/2022,25.9,25.9,27,25.9,136.44K,0.00%,,
30/08/2022,25.9,25.9,26,25.4,170.60K,0.00%,,
29/08/2022,25.9,25.9,26.35,25.05,102.65K,0.00%,,
26/08/2022,25.9,25.9,26,25,87.62K,0.00%,,
25/08/2022,25.9,25.9,25.95,25.25,55.64K,0.00%,,
24/08/2022,25.9,25.9,26,25.1,168.69K,0.00%,,
23/08/2022,25.9,25.9,26.3,25.15,468.38K,0.00%,,
22/08/2022,25.9,25.9,26.5,25,189.16K,0.00%,,
19/08/2022,25.9,25.9,26.5,25.15,31.45K,0.00%,,
18/08/2022,25.9,25.9,26.5,25,301.99K,0.00%,,
17/08/2022,25.9,25.9,27,25.1,934.27K,0.00%,,
16/08/2022,25.9,25.9,26.5,25,163.32K,0.00%,,
15/08/2022,25.9,25.9,27,25.15,501.34K,0.00%,,
12/8/2022,25.9,25.9,27,24.95,586.11K,0.00%,,
11/8/2022,25.9,25.9,26.4,24.9,111.11K,0.00%,,
10/8/2022,25.9,25.9,26.65,24.75,158.49K,0.00%,,
9/8/2022,25.9,25.9,26.15,25.9,132.30K,0.00%,,
8/8/2022,25.9,25.9,25.9,25.9,294.61K,0.00%,,
5/8/2022,25.9,25.9,26.45,24.9,51.83K,0.00%,,
4/8/2022,25.9,25.9,26,25,147.03K,0.00%,,
3/8/2022,25.9,25.9,25.9,25.9,528.13K,0.00%,,
2/8/2022,25.9,25.9,26,24,96.17K,0.00%,,
1/8/2022,25.9,25.9,25.85,23.5,173.08K,0.00%,,
29/07/2022,25.9,25.9,25.9,23.35,764.22K,0.00%,,
28/07/2022,25.9,26.8,26.8,25.9,553.32K,-3.36%,,
27/07/2022,26.8,27.1,26.8,26.8,845.10K,-1.11%,,
26/07/2022,27.1,27.1,27.15,26.55,240.35K,0.00%,,
25/07/2022,27.1,27.1,28,26.6,409.47K,0.00%,,
22/07/2022,27.1,27.1,27.1,27.1,752.80K,0.00%,,
21/07/2022,27.1,27.1,28.4,26.5,92.15K,0.00%,,
20/07/2022,27.1,27.1,28.5,26.5,82.96K,0.00%,,
19/07/2022,27.1,27.1,28.5,26.65,291.22K,0.00%,,
18/07/2022,27.1,27.1,28.4,26.5,83.22K,0.00%,,
15/07/2022,27.1,27.1,28.4,27,200.33K,0.00%,,
14/07/2022,27.1,27.1,27.1,27.1,345.58K,0.00%,,
13/07/2022,27.1,27.1,28,26.05,593.92K,0.00%,,
8/7/2022,27.1,27.1,27.9,26.5,205.42K,0.00%,,
7/7/2022,27.1,26.5,27.1,27.1,480.32K,2.26%,,
6/7/2022,26.5,26.5,27.9,26.6,156.99K,0.00%,,
5/7/2022,26.5,26.5,26.5,26.5,751.48K,0.00%,,
4/7/2022,26.5,26.5,28.5,26.35,212.43K,0.00%,,
1/7/2022,26.5,26.5,28.5,26.55,100.60K,0.00%,,
30/06/2022,26.5,26.9,26.5,26.5,1.32M,-1.49%,,
29/06/2022,26.9,26.9,26.55,25,27.15K,0.00%,,
28/06/2022,26.9,26.9,26.9,25,154.93K,0.00%,,
27/06/2022,26.9,26.9,27.95,25.5,78.81K,0.00%,,
24/06/2022,26.9,26.9,28.1,27.2,191.71K,0.00%,,
23/06/2022,26.9,26.9,28.2,26.85,55.25K,0.00%,,
22/06/2022,26.9,26.9,28.4,26.8,385.83K,0.00%,,
21/06/2022,26.9,26.9,28.7,26.7,855.68K,0.00%,,
20/06/2022,26.9,26.9,28.75,26.4,271.21K,0.00%,,
17/06/2022,26.9,26.9,29,26,864.93K,0.00%,,
16/06/2022,26.9,26.9,28.95,27.3,516.17K,0.00%,,
15/06/2022,26.9,26.9,28.9,27.25,150.96K,0.00%,,
14/06/2022,26.9,26.9,28.95,27.25,415.69K,0.00%,,
10/6/2022,26.9,26.9,29,26.9,218.41K,0.00%,,
9/6/2022,26.9,26.9,29,26.3,848.31K,0.00%,,
