Date,Price,Open,High,Low,Vol.,Change %
8/12/2017,0.55,0.55,0.55,0.55,53.21M,0.00%
7/12/2017,0.55,0.55,0.55,0.55,9.71M,3.77%
6/12/2017,0.53,0.54,0.55,0.53,8.21M,-1.85%
5/12/2017,0.54,0.54,0.55,0.54,10.96M,-3.57%
4/12/2017,0.56,0.55,0.56,0.55,4.01M,1.82%
30/11/2017,0.55,0.55,0.55,0.55,192.47K,-1.79%
29/11/2017,0.56,0.54,0.56,0.54,1.97M,3.70%
28/11/2017,0.54,0.55,0.55,0.54,855.96K,-3.57%
27/11/2017,0.56,0.56,0.56,0.56,166.22K,0.00%
24/11/2017,0.56,0.54,0.56,0.54,576.04K,3.70%
23/11/2017,0.54,0.54,0.54,0.54,148.88K,0.00%
22/11/2017,0.54,0.54,0.54,0.54,151.89K,0.00%
21/11/2017,0.54,0.55,0.55,0.54,334.63K,-1.82%
20/11/2017,0.55,0.55,0.55,0.54,3.72M,0.00%
17/11/2017,0.55,0.55,0.55,0.53,27.47M,1.85%
16/11/2017,0.54,0.55,0.55,0.54,1.75M,-1.82%
15/11/2017,0.55,0.53,0.55,0.53,12.52M,3.77%
14/11/2017,0.53,0.53,0.54,0.53,706.23K,-3.64%
13/11/2017,0.55,0.53,0.55,0.53,217.00K,3.77%
10/11/2017,0.53,0.55,0.55,0.53,875.60K,-3.64%
9/11/2017,0.55,0.54,0.55,0.54,412.45K,1.85%
8/11/2017,0.54,0.53,0.54,0.53,9.47M,1.89%
7/11/2017,0.53,0.53,0.55,0.53,1.37M,0.00%
6/11/2017,0.53,0.55,0.56,0.53,1.66M,-1.85%
3/11/2017,0.54,0.56,0.57,0.54,20.98M,-1.82%
2/11/2017,0.55,0.55,0.55,0.55,328.13K,1.85%
1/11/2017,0.54,0.54,0.54,0.53,6.15M,3.85%
31/10/2017,0.52,0.53,0.53,0.52,5.34M,-5.45%
30/10/2017,0.55,0.56,0.56,0.54,126.67K,1.85%
27/10/2017,0.54,0.54,0.54,0.54,231.62K,0.00%
26/10/2017,0.54,0.54,0.54,0.54,283.20K,-1.82%
25/10/2017,0.55,0.56,0.56,0.54,116.79K,1.85%
24/10/2017,0.54,0.54,0.54,0.54,599.38K,-1.82%
23/10/2017,0.55,0.56,0.55,0.54,990.24K,1.85%
20/10/2017,0.54,0.56,0.55,0.54,1.22M,-5.26%
19/10/2017,0.57,0.57,0.57,0.57,554.38K,-3.39%
18/10/2017,0.59,0.59,0.59,0.59,495.75K,1.72%
17/10/2017,0.58,0.56,0.58,0.56,11.57M,3.57%
16/10/2017,0.56,0.56,0.56,0.55,12.86M,3.70%
13/10/2017,0.54,0.57,0.57,0.54,1.60M,-3.57%
12/10/2017,0.56,0.55,0.56,0.55,767.37K,1.82%
11/10/2017,0.55,0.55,0.56,0.55,4.82M,0.00%
10/10/2017,0.55,0.54,0.55,0.53,4.80M,1.85%
9/10/2017,0.54,0.53,0.54,0.53,543.40K,-1.82%
6/10/2017,0.55,0.55,0.55,0.55,185.48K,3.77%
5/10/2017,0.53,0.53,0.53,0.53,501.00K,0.00%
4/10/2017,0.53,0.52,0.54,0.51,3.08M,0.00%
3/10/2017,0.53,0.54,0.55,0.53,3.64M,-3.64%
29/09/2017,0.55,0.53,0.55,0.53,2.83M,3.77%
28/09/2017,0.53,0.56,0.56,0.53,4.72M,-3.64%
27/09/2017,0.55,0.56,0.56,0.55,1.07M,1.85%
26/09/2017,0.54,0.53,0.54,0.53,338.60K,-1.82%
25/09/2017,0.55,0.53,0.55,0.53,546.14K,1.85%
22/09/2017,0.54,0.54,0.55,0.54,653.45K,1.89%
21/09/2017,0.53,0.55,0.53,0.53,2.57M,-5.36%
20/09/2017,0.56,0.56,0.56,0.56,310.50K,0.00%
19/09/2017,0.56,0.56,0.56,0.56,23.00K,0.00%
18/09/2017,0.56,0.57,0.57,0.56,42.50K,-3.45%
15/09/2017,0.58,0.57,0.58,0.56,1.64M,0.00%
14/09/2017,0.58,0.55,0.58,0.55,4.36M,1.75%
13/09/2017,0.57,0.54,0.57,0.54,248.39K,3.64%
12/9/2017,0.55,0.57,0.57,0.55,629.33K,-3.51%
11/9/2017,0.57,0.57,0.58,0.57,78.75K,-3.39%
8/9/2017,0.59,0.59,0.59,0.59,197.50K,3.51%
7/9/2017,0.57,0.57,0.57,0.57,1.05M,3.64%
6/9/2017,0.55,0.57,0.57,0.55,2.26M,-3.51%
5/9/2017,0.57,0.54,0.58,0.54,2.63M,1.79%
31/08/2017,0.56,0.56,0.56,0.56,913.62K,3.70%
30/08/2017,0.54,0.56,0.56,0.54,912.88K,-3.57%
29/08/2017,0.56,0.56,0.56,0.56,275.77K,3.70%
28/08/2017,0.54,0.54,0.54,0.54,221.81K,-1.82%
25/08/2017,0.55,0.55,0.57,0.55,7.12M,-3.51%
24/08/2017,0.57,0.57,0.57,0.55,1.87M,3.64%
23/08/2017,0.55,0.55,0.55,0.55,1.24M,-3.51%
22/08/2017,0.57,0.56,0.57,0.55,1.35M,0.00%
21/08/2017,0.57,0.56,0.57,0.55,131.02M,1.79%
18/08/2017,0.56,0.58,0.58,0.56,1.09M,0.00%
17/08/2017,0.56,0.55,0.56,0.55,681.97K,-1.75%
16/08/2017,0.57,0.55,0.59,0.55,4.12M,0.00%
15/08/2017,0.57,0.57,0.57,0.57,1.54M,3.64%
14/08/2017,0.55,0.55,0.55,0.55,3.44M,-3.51%
11/8/2017,0.57,0.6,0.59,0.57,1.29M,-1.72%
10/8/2017,0.58,0.57,0.58,0.57,604.51K,-1.69%
9/8/2017,0.59,0.59,0.59,0.57,924.21K,3.51%
8/8/2017,0.57,0.58,0.58,0.57,253.86K,-3.39%
7/8/2017,0.59,0.57,0.59,0.57,352.91K,0.00%
4/8/2017,0.59,0.55,0.59,0.55,426.54K,3.51%
3/8/2017,0.57,0.57,0.57,0.57,609.72K,0.00%
2/8/2017,0.57,0.57,0.59,0.57,104.38K,-3.39%
1/8/2017,0.59,0.58,0.59,0.56,1.73M,3.51%
31/07/2017,0.57,0.55,0.57,0.55,1.57M,3.64%
28/07/2017,0.55,0.55,0.55,0.55,416.63K,0.00%
27/07/2017,0.55,0.54,0.56,0.54,2.58M,1.85%
26/07/2017,0.54,0.55,0.55,0.53,3.73M,-5.26%
25/07/2017,0.57,0.59,0.57,0.57,2.07M,0.00%
24/07/2017,0.57,0.57,0.57,0.57,499.02K,-5.00%
21/07/2017,0.6,0.58,0.6,0.57,2.12M,0.00%
20/07/2017,0.6,0.6,0.6,0.6,576.54K,1.69%
19/07/2017,0.59,0.58,0.59,0.57,1.44M,3.51%
18/07/2017,0.57,0.57,0.58,0.57,496.56K,-1.72%
17/07/2017,0.58,0.58,0.6,0.58,3.03M,-4.92%
14/07/2017,0.61,0.61,0.61,0.61,1.11M,-1.61%
