Date,Price,Open,High,Low,Vol.,Change %
12/10/2021,37.2,37.2,37.2,37.2,777.75K,0.00%
11/10/2021,37.2,39.6,37.2,37.2,2.26M,-6.06%
8/10/2021,39.6,39.6,39.6,39.6,89.99K,0.00%
7/10/2021,39.6,39.6,39.6,39.6,1.54M,0.00%
6/10/2021,39.6,39.6,39.6,39.6,260.85K,0.00%
5/10/2021,39.6,39.6,39.6,39.6,105.26K,0.00%
4/10/2021,39.6,39.6,39.6,39.6,459.43K,0.00%
30/09/2021,39.6,39,40,38.64,7.88M,1.54%
29/09/2021,39,39,39,39,360.76K,0.00%
28/09/2021,39,39,39,39,395.42K,0.00%
27/09/2021,39,39,39,39,64.38K,0.00%
24/09/2021,39,39,39,39,133.82K,0.00%
23/09/2021,39,39,39,39,145.37K,0.00%
22/09/2021,39,39,39,39,360.71K,0.00%
21/09/2021,39,39,39,39,182.27K,0.00%
20/09/2021,39,39,39,39,211.17K,0.00%
17/09/2021,39,39,39,39,169.28K,0.00%
16/09/2021,39,39,39,39,647.60K,0.00%
15/09/2021,39,39,39,39,267.81K,0.00%
14/09/2021,39,39,39,39,317.91K,0.00%
13/09/2021,39,38.92,39,39,723.02K,0.21%
10/9/2021,38.92,38.92,38.92,38.92,242.83K,0.00%
9/9/2021,38.92,38.44,38.92,38.92,12.50M,1.25%
8/9/2021,38.44,38.44,38.44,38.44,199.11K,0.00%
7/9/2021,38.44,38.4,38.44,38.44,936.92K,0.10%
6/9/2021,38.4,38.4,38.4,38.4,343.26K,0.00%
3/9/2021,38.4,38.4,38.4,38.4,345.60K,0.00%
2/9/2021,38.4,38.4,38.4,38.4,585.72K,0.00%
1/9/2021,38.4,39.56,38.4,38.4,2.69M,-2.93%
31/08/2021,39.56,43.92,39.56,39.56,4.25M,-9.93%
30/08/2021,43.92,41.6,43.92,43.92,364.93K,5.58%
27/08/2021,41.6,41.6,41.6,41.6,769.62K,0.00%
26/08/2021,41.6,41.6,41.6,41.6,372.28K,0.00%
25/08/2021,41.6,41.6,41.6,41.6,644.26K,0.00%
24/08/2021,41.6,41.6,41.6,41.6,534.80K,0.00%
23/08/2021,41.6,41.6,41.6,41.6,55.79K,0.00%
20/08/2021,41.6,41.6,41.6,41.6,477.36K,0.00%
19/08/2021,41.6,45.6,41.6,41.6,513.78K,-8.77%
18/08/2021,45.6,45.6,45.6,45.6,290.22K,0.00%
17/08/2021,45.6,45.6,45.6,45.6,211.88K,0.00%
16/08/2021,45.6,45.6,45.6,45.6,331.43K,0.00%
13/08/2021,45.6,45.6,45.6,45.6,151.50K,0.00%
12/8/2021,45.6,45.6,45.6,45.6,1.68M,0.00%
11/8/2021,45.6,45.6,45.6,45.6,90.53K,0.00%
10/8/2021,45.6,45.6,45.6,45.6,237.39K,0.00%
9/8/2021,45.6,45.6,45.6,45.6,314.29K,0.00%
6/8/2021,45.6,45.6,45.6,45.6,165.14K,0.00%
5/8/2021,45.6,45.6,45.6,45.6,219.73K,0.00%
4/8/2021,45.6,45.6,45.6,45.6,368.33K,0.00%
3/8/2021,45.6,46,45.6,44.8,2.02M,-0.87%
2/8/2021,46,46,46,46,94.16K,0.00%
30/07/2021,46,46.4,46,46,2.70M,-0.86%
29/07/2021,46.4,46.4,46.4,46.4,682.86K,0.00%
28/07/2021,46.4,46.4,46.4,46.4,360.31K,0.00%
27/07/2021,46.4,46.4,46.4,46.4,1.42M,0.00%
26/07/2021,46.4,46.4,46.4,46.4,1.20M,0.00%
23/07/2021,46.4,46.4,46.4,46.4,291.29K,0.00%
22/07/2021,46.4,46.4,46.4,46.4,2.12M,0.00%
19/07/2021,46.4,46.4,46.4,46.4,3.00M,0.00%
16/07/2021,46.4,46.4,46.4,46.4,84.95K,0.00%
15/07/2021,46.4,48,46.4,46.4,1.57M,-3.33%
14/07/2021,48,48,48,48,195.52K,0.00%
13/07/2021,48,48,48,48,123.44K,0.00%
12/7/2021,48,48,48,48,655.85K,0.00%
9/7/2021,48,48,48,48,50.36K,0.00%
8/7/2021,48,48,48,48,2.23M,0.00%
7/7/2021,48,48,48,48,1.20M,0.00%
6/7/2021,48,48,48,48,1.07M,0.00%
5/7/2021,48,48,48,48,362.07K,0.00%
2/7/2021,48,48,48,48,191.68K,0.00%
1/7/2021,48,48,48,48,345.84K,0.00%
30/06/2021,48,48,48,48,224.70K,0.00%
29/06/2021,48,47.88,48,47.84,6.89M,0.25%
28/06/2021,47.88,47.88,47.88,47.88,376.84K,0.00%
25/06/2021,47.88,47.88,47.88,47.88,67.40K,0.00%
24/06/2021,47.88,47.36,47.88,47.88,695.73K,1.10%
23/06/2021,47.36,47.36,47.36,47.36,300.00K,0.00%
22/06/2021,47.36,47.2,47.36,47.2,3.44M,0.34%
21/06/2021,47.2,47.2,47.2,47.2,2.50M,0.00%
18/06/2021,47.2,47.2,47.2,47.2,65.90K,0.00%
17/06/2021,47.2,46.64,48,47.2,1.97M,1.20%
16/06/2021,46.64,46.64,46.64,46.64,102.06K,0.00%
15/06/2021,46.64,46.64,46.64,46.64,46.96K,0.00%
11/6/2021,46.64,47.2,46.64,46.64,612.67K,-1.19%
10/6/2021,47.2,47.2,47.2,47.2,275.99K,0.00%
9/6/2021,47.2,47.24,47.2,47.2,2.65M,-0.08%
8/6/2021,47.24,47.24,47.24,47.24,402.96K,0.00%
7/6/2021,47.24,47.24,47.24,47.24,604.69K,0.00%
4/6/2021,47.24,47.2,47.24,47.2,6.03M,0.08%
3/6/2021,47.2,46.8,47.2,47.2,656.28K,0.85%
2/6/2021,46.8,46.8,46.8,46.8,47.49K,0.00%
1/6/2021,46.8,46.8,46.8,46.8,1.45M,0.00%
31/05/2021,46.8,46.8,46.8,46.8,472.46K,0.00%
28/05/2021,46.8,46.56,46.8,46.8,1.16M,0.52%
27/05/2021,46.56,46.4,46.56,46.56,834.92K,0.34%
26/05/2021,46.4,46,46.4,46.32,1.22M,0.87%
25/05/2021,46,46,46,46,298.87K,0.00%
24/05/2021,46,44.8,46,45.84,1.99M,2.68%
21/05/2021,44.8,44.8,44.8,44.8,130.80K,0.00%
20/05/2021,44.8,43.84,44.8,44.8,771.70K,2.19%
19/05/2021,43.84,43.84,43.84,43.84,161.28K,0.00%
18/05/2021,43.84,43.84,43.84,43.84,542.79K,0.00%
17/05/2021,43.84,43.84,43.84,43.84,697.50K,0.00%
14/05/2021,43.84,43.84,43.84,43.84,61.39K,0.00%
11/5/2021,43.84,43.84,43.84,43.84,107.93K,0.00%
10/5/2021,43.84,43.84,43.84,43.84,187.77K,0.00%
7/5/2021,43.84,43.84,43.84,43.84,246.53K,0.00%
6/5/2021,43.84,43.84,43.84,43.84,351.85K,0.00%
5/5/2021,43.84,43.84,43.84,43.84,199.27K,0.00%
4/5/2021,43.84,43.84,43.84,43.84,395.53K,0.00%
30/04/2021,43.84,43.2,43.84,43.76,3.66M,1.48%
29/04/2021,43.2,43.2,43.2,43.2,147.15K,0.00%
28/04/2021,43.2,41.6,43.2,41.76,2.41M,3.85%
27/04/2021,41.6,41.6,41.6,41.6,243.17K,0.00%
26/04/2021,41.6,40.96,41.6,41.6,1.74M,1.56%
23/04/2021,40.96,40.08,40.96,40.96,1.23M,2.20%
22/04/2021,40.08,40.08,40.08,40.08,156.92K,0.00%
21/04/2021,40.08,40.08,40.08,40.08,383.11K,0.00%
20/04/2021,40.08,40.08,40.08,40.08,383.69K,0.00%
19/04/2021,40.08,40.08,40.08,40.08,614.96K,0.00%
16/04/2021,40.08,40.08,40.08,40.08,150.12K,0.00%
15/04/2021,40.08,40.08,40.08,40.08,126.27K,0.00%
14/04/2021,40.08,40.08,40.08,40.08,325.87K,0.00%
13/04/2021,40.08,40.08,40.08,40.08,873.69K,0.00%
12/4/2021,40.08,40.8,40.08,40.08,252.20K,-1.76%
9/4/2021,40.8,40.8,40.8,40.8,415.24K,0.00%
8/4/2021,40.8,40.8,40.8,40.8,145.80K,0.00%
7/4/2021,40.8,40.8,40.8,40.8,311.09K,0.00%
6/4/2021,40.8,40.8,40.8,40.8,130.74K,0.00%
1/4/2021,40.8,38.8,40.8,40,2.13M,5.15%
31/03/2021,38.8,38.8,38.8,38.8,287.87K,0.00%
30/03/2021,38.8,38.8,38.8,38.8,114.47K,0.00%
29/03/2021,38.8,38.8,38.8,38.8,75.97K,0.00%
26/03/2021,38.8,38.8,38.84,38.8,1.17M,0.00%
25/03/2021,38.8,38.8,38.8,38.8,307.84K,0.00%
24/03/2021,38.8,38.4,38.8,38.8,4.33M,1.04%
23/03/2021,38.4,37.6,38.4,38.4,11.77M,2.13%
22/03/2021,37.6,37.6,37.6,37.6,256.96K,0.00%
19/03/2021,37.6,37.6,37.6,37.6,431.38K,0.00%
18/03/2021,37.6,37.6,37.6,37.6,257.83K,0.00%
17/03/2021,37.6,37.6,37.6,37.6,148.46K,0.00%
16/03/2021,37.6,37.6,37.6,37.6,128.59K,0.00%
15/03/2021,37.6,39.72,37.6,37.6,429.80K,-5.34%
12/3/2021,39.72,39.44,40,39.72,7.64M,0.71%
11/3/2021,39.44,39.44,39.44,39.44,180.60K,-1.40%
10/3/2021,40,39.6,40,40,11.88M,1.01%
9/3/2021,39.6,39.6,39.6,39.6,228.57K,0.00%
8/3/2021,39.6,39.6,39.6,39.6,513.53K,0.00%
5/3/2021,39.6,40,39.6,39.6,452.69K,-1.00%
4/3/2021,40,41.6,40,40,871.73K,-3.85%
3/3/2021,41.6,41.6,41.6,41.6,411.54K,0.00%
2/3/2021,41.6,41.6,41.6,41.6,429.79K,0.00%
1/3/2021,41.6,41.6,41.6,41.6,229.68K,0.00%
26/02/2021,41.6,41.6,41.6,41.6,596.36K,0.00%
25/02/2021,41.6,43.2,41.6,41.6,7.67M,-3.70%
24/02/2021,43.2,43.2,43.2,43.2,739.37K,0.00%
23/02/2021,43.2,47.2,43.2,43.2,777.83K,-8.47%
22/02/2021,47.2,47.2,47.2,47.2,342.88K,0.00%
19/02/2021,47.2,47.2,47.2,47.2,694.95K,0.00%
18/02/2021,47.2,47.2,47.2,47.2,271.01K,0.00%
17/02/2021,47.2,47.2,47.2,47.2,304.48K,0.00%
16/02/2021,47.2,48.8,47.2,47.2,857.12K,-3.28%
15/02/2021,48.8,48.8,48.8,48.8,394.02K,0.00%
12/2/2021,48.8,48.8,48.8,48.8,117.76K,0.00%
11/2/2021,48.8,48.8,48.8,48.8,366.00K,0.00%
10/2/2021,48.8,48.8,48.8,48.8,4.33M,0.00%
9/2/2021,48.8,48.8,48.8,48.8,132.44K,0.00%
8/2/2021,48.8,48.8,48.8,48.8,234.68K,0.00%
5/2/2021,48.8,48.8,48.8,48.8,336.88K,0.00%
4/2/2021,48.8,48.8,48.8,48.8,1.73M,0.00%
3/2/2021,48.8,48.8,48.8,48.8,1.40M,0.00%
2/2/2021,48.8,50.4,48.8,48.8,1.23M,-3.17%
1/2/2021,50.4,50.4,50.4,50.4,1.22M,0.00%
29/01/2021,50.4,50.4,50.4,50.4,1.82M,0.00%
28/01/2021,50.4,48.8,50.4,50.4,525.55K,3.28%
27/01/2021,48.8,48.8,48.8,48.8,6.03M,0.00%
26/01/2021,48.8,48.8,48.8,48,3.77M,0.00%
25/01/2021,48.8,48.8,48.8,48.8,235.14K,0.00%
22/01/2021,48.8,48.8,48.8,48.8,91.92K,0.00%
21/01/2021,48.8,48.8,48.8,48.8,8.83M,0.00%
20/01/2021,48.8,48.8,48.8,48.8,391.44K,0.00%
19/01/2021,48.8,48,48.8,48.8,608.51K,1.67%
18/01/2021,48,48,48,48,253.02K,0.00%
15/01/2021,48,46.44,48,48,1.87M,3.36%
14/01/2021,46.44,46.4,46.44,46.4,1.43M,0.09%
13/01/2021,46.4,46.4,46.4,46.4,3.85M,0.00%
12/1/2021,46.4,46.4,46.4,46.4,441.65K,0.00%
11/1/2021,46.4,46.4,46.4,46.4,273.56K,0.00%
8/1/2021,46.4,46.4,46.4,46.4,997.97K,0.00%
7/1/2021,46.4,44.8,46.4,46.4,3.11M,3.57%
6/1/2021,44.8,44.8,44.8,44.8,510.85K,0.00%
5/1/2021,44.8,44.8,44.8,44.8,13.54M,0.00%
4/1/2021,44.8,44.8,44.8,44.8,136.75K,0.00%
31/12/2020,44.8,44.8,44.8,44.8,341.79K,0.00%
30/12/2020,44.8,44.8,44.8,44.8,1.97M,0.00%
29/12/2020,44.8,44.8,44.8,44.8,91.22K,0.00%
24/12/2020,44.8,44.8,44.8,44.8,262.23K,0.00%
23/12/2020,44.8,44,44.8,44.8,4.07M,1.82%
22/12/2020,44,44,44,44,283.95K,0.00%
21/12/2020,44,44,44,44,442.22K,0.00%
18/12/2020,44,44,44,44,359.37K,0.00%
17/12/2020,44,44,44,44,392.81K,0.00%
16/12/2020,44,44,44,44,1.57M,0.00%
15/12/2020,44,44,44,44,667.00K,0.00%
14/12/2020,44,44,44,44,382.42K,0.00%
