Date,Price,Open,High,Low,Vol.,Change %
14/12/2023,67.9,67.9,63.9,61.15,125.06K,0.00%
13/12/2023,67.9,67.9,63.95,61.5,67.61K,0.00%
12/12/2023,67.9,67.9,64.85,61.15,56.19K,0.00%
11/12/2023,67.9,67.9,64.85,61.15,178.81K,0.00%
8/12/2023,67.9,67.9,64.9,61.15,325.48K,0.00%
7/12/2023,67.9,67.9,64.8,62,131.03K,0.00%
6/12/2023,67.9,67.9,64,61.15,125.19K,0.00%
5/12/2023,67.9,67.9,61.3,61.15,72.77K,0.00%
4/12/2023,67.9,67.9,61.3,61.15,20.10K,0.00%
1/12/2023,67.9,67.9,65,61.15,51.78K,0.00%
30/11/2023,67.9,67.9,66.3,61.2,46.27K,0.00%
29/11/2023,67.9,67.9,66,61.3,305.66K,0.00%
28/11/2023,67.9,67.9,68,61.5,267.16K,0.00%
27/11/2023,67.9,65,67.9,67.9,502.24K,4.46%
24/11/2023,65,65,63.9,60.25,177.70K,0.00%
23/11/2023,65,65,64,60.05,123.58K,0.00%
22/11/2023,65,65,64,60,85.31K,0.00%
21/11/2023,65,65,65,60.1,114.02K,0.00%
20/11/2023,65,65,62.9,59.15,75.36K,0.00%
17/11/2023,65,65,65,60,135.76K,0.00%
16/11/2023,65,65,62.65,60.25,61.70K,0.00%
